signal_id,tier,timeframe,symbol,signal_time,entry_time,close_time,raw_entry_px,raw_exit_px,raw_gross_pct,exit_reason,bars_held,status,first_seen_run_id,last_seen_run_id
25aad1d9f911473b97bc09a61a8d8a09,fast,1h,ETH,2022-11-24T01:00:00+00:00,2022-11-24T02:00:00+00:00,2022-11-24T02:00:00+00:00,1204.87,1200,-0.40419298347538213,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
9e9acc08031074934bd187979ff4af36,fast,1h,BNB,2022-11-26T02:00:00+00:00,2022-11-26T03:00:00+00:00,2022-11-28T01:00:00+00:00,307.815,291.3292580729392,-5.355730528746427,stop,47,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
3364563b4eb1cfbb90551aa3b6dba292,fast,1h,ADA,2022-11-30T00:00:00+00:00,2022-11-30T01:00:00+00:00,2022-11-30T01:00:00+00:00,0.31836,0.31576,-0.8166855132554329,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
8bee44fcc1a680606a4b6dfbe13e50f6,fast,1h,BTC,2022-11-30T00:00:00+00:00,2022-11-30T01:00:00+00:00,2022-11-30T01:00:00+00:00,16849.07,16879.73,0.1819685003386029,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
bb608bb38c0df6738b35b0cbe3424bef,fast,1h,ETH,2022-11-30T00:00:00+00:00,2022-11-30T01:00:00+00:00,2022-11-30T01:00:00+00:00,1276.69,1274.75,-0.15195544728947574,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
6c02571dad3085844f2db831f8f368d8,fast,1h,ADA,2022-11-30T21:00:00+00:00,2022-11-30T22:00:00+00:00,2022-11-30T22:00:00+00:00,0.31992,0.31939,-0.16566641660413772,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
41e89eec298e637f3bf832514c49d3e5,fast,1h,SOL,2022-11-30T23:00:00+00:00,2022-12-01T00:00:00+00:00,2022-12-01T00:00:00+00:00,14.1479,13.9052,-1.7154489358844671,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
3fcc1f4a8ef23099b9f1c28d43d4b541,fast,1h,ADA,2022-12-03T09:00:00+00:00,2022-12-03T10:00:00+00:00,2022-12-03T10:00:00+00:00,0.32532,0.32236,-0.9098733554653959,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
7a1caf85303eb1ff9d24244c93b2e04f,fast,1h,ETH,2022-12-04T19:00:00+00:00,2022-12-04T20:00:00+00:00,2022-12-04T21:00:00+00:00,1278.36,1276.61,-0.13689414562407798,trend_break,2,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
02e3f1c2d6444f0c42e956eb51363a34,fast,1h,ETH,2022-12-06T23:00:00+00:00,2022-12-07T00:00:00+00:00,2022-12-07T00:00:00+00:00,1272.17,1268.85,-0.2609714110535677,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
e6a97127836cba49e2a48b32a03aabea,fast,1h,BNB,2022-12-08T18:00:00+00:00,2022-12-08T19:00:00+00:00,2022-12-08T19:00:00+00:00,291.0091,290.0114,-0.3428415125162787,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
08e7f5d1484148d2b8765213695e6360,fast,1h,BTC,2022-12-08T18:00:00+00:00,2022-12-08T19:00:00+00:00,2022-12-08T19:00:00+00:00,17248.93,17252.71,0.02191440280643331,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
3ed4f87b8b844c9e9bec557750735279,fast,1h,ETH,2022-12-08T18:00:00+00:00,2022-12-08T19:00:00+00:00,2022-12-09T18:00:00+00:00,1287.25,1268.96,-1.4208584191105045,trend_break,24,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
ca02a613d9c7e817bb1b6098d3f6bcf7,fast,1h,ADA,2022-12-13T13:00:00+00:00,2022-12-13T14:00:00+00:00,2022-12-13T14:00:00+00:00,0.31583,0.31571,-0.037995123959089216,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
3acd789500c994c4b09eedbd64c090ef,fast,1h,BTC,2022-12-13T13:00:00+00:00,2022-12-13T14:00:00+00:00,2022-12-15T13:00:00+00:00,17912.67,17538.060434475537,-2.091310594816187,stop,48,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
d78faf2a6ec170b87b2273ae284e1523,fast,1h,ETH,2022-12-13T13:00:00+00:00,2022-12-13T14:00:00+00:00,2022-12-15T01:00:00+00:00,1338.09,1292.3541942742952,-3.4179917438815544,stop,36,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
fda95cfa0453ea9879d5ba2df4dc60dd,fast,1h,SOL,2022-12-13T13:00:00+00:00,2022-12-13T14:00:00+00:00,2022-12-13T14:00:00+00:00,14.0437,13.9038,-0.9961762213661518,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
24d0ba5ce1c3055424e8bdcef0c2b482,fast,1h,ADA,2022-12-26T23:00:00+00:00,2022-12-27T00:00:00+00:00,2022-12-27T00:00:00+00:00,0.26559,0.26381,-0.6702059565495744,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
827ec034304e4a642b84978010d69837,fast,1h,BTC,2022-12-26T23:00:00+00:00,2022-12-27T00:00:00+00:00,2022-12-27T00:00:00+00:00,16921.8,16871.74,-0.29583141273386016,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
9c3457bb2f57d7e630cf1ade1ef4944e,fast,1h,ETH,2022-12-26T23:00:00+00:00,2022-12-27T00:00:00+00:00,2022-12-27T00:00:00+00:00,1228.48,1224.17,-0.35084006251627775,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
8ee741459bf9dc9bf0d6f30d0adbba4f,fast,1h,ADA,2023-01-02T07:00:00+00:00,2023-01-02T08:00:00+00:00,2023-01-02T08:00:00+00:00,0.25411,0.25415,0.01574121443468357,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
ee6947654009513b43d9e6f82feacf93,fast,1h,BTC,2023-01-02T07:00:00+00:00,2023-01-02T08:00:00+00:00,2023-01-02T08:00:00+00:00,16724.47,16733.36,0.053155645589963996,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
46a3daa4350a6871ee9d38a32c272175,fast,1h,ETH,2023-01-02T07:00:00+00:00,2023-01-02T08:00:00+00:00,2023-01-02T08:00:00+00:00,1213.27,1215.89,0.21594533780611158,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
2deae08cdf7e6e2a05f7d3a139513b09,fast,1h,ADA,2023-01-04T02:00:00+00:00,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,0.26008,0.26538,2.0378345124577146,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
a97849be09446864c561086fdab1577a,fast,1h,BNB,2023-01-04T02:00:00+00:00,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,251.466,257.1582,2.2636062131659918,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
1251b804125ff4fbd34f15bd301007ab,fast,1h,BTC,2023-01-04T03:00:00+00:00,2023-01-04T04:00:00+00:00,2023-01-04T04:00:00+00:00,16860.47,16863.45,0.017674477639118003,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
04cb51d3c1ed27ba6a8784188f27b0f8,fast,1h,BTC,2023-01-06T19:00:00+00:00,2023-01-06T20:00:00+00:00,2023-01-06T20:00:00+00:00,16941.07,16897.39,-0.2578349537543989,trend_break,1,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
80f897dcaa0a1f6505d4df31b6d722ff,fast,1h,ADA,2023-01-20T16:00:00+00:00,2023-01-20T17:00:00+00:00,2023-02-09T22:00:00+00:00,0.34461,0.35908,4.198949537157937,trend_break,479,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
3e2ee7b02ec849513faccfc67343bc02,fast,1h,BNB,2023-01-20T20:00:00+00:00,2023-01-20T21:00:00+00:00,2023-02-09T22:00:00+00:00,301.2865,303.7912,0.8313349585859386,trend_break,475,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
444d1a58f5212bc09e1f2a53a262a09b,fast,1h,BNB,2023-01-25T21:00:00+00:00,2023-01-25T22:00:00+00:00,2023-02-09T22:00:00+00:00,309.9525,303.7912,-1.9878207144643056,trend_break,354,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
7f2b00fa8093a5d7ef6568d80288f96f,fast,1h,ETH,2023-01-25T21:00:00+00:00,2023-01-25T22:00:00+00:00,2023-02-09T21:00:00+00:00,1619.04,1533.9006593798129,-5.258631078922516,stop,353,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
325a4f439836b0b336beb3fcbceebbb6,fast,1h,SOL,2023-01-25T21:00:00+00:00,2023-01-25T22:00:00+00:00,2023-02-09T03:00:00+00:00,24.9546,22.377182379735256,-10.328426904317212,stop,335,closed,5af02e8f4525420d83a664a333615db2,d85ad7e2888f47b79e6eead8595df555
