run_id,account_id,leverage,fee_bps_per_side,adverse_fill_bps_per_side,funding_included,bot_trade_id,signal_id,tier,timeframe,market,venue,symbol,native_aster_listing,entry_time,close_time,entry_fill_px,exit_fill_px,quantity,cost_basis,proceeds_net,fees,adverse_fill_cost,pnl,compounded_trade_return_pct,exit_reason,status,signal_time,raw_entry_px,raw_exit_px,raw_gross_pct,signal_bars_held
d85ad7e2888f47b79e6eead8595df555,29320e750c3ee71b4fa8c31fcd49eec3,1,4,20,0,30301ab99cd4dcb470fa818d29d721ad,60c89ba027d16b264498acdc19d628e3,sixh,6h,futures,aster,BTC,1,2020-01-14T06:00:00+00:00,2020-02-26T00:00:00+00:00,8495.79768,9180.58204,0.201581693182395,1713.2823201819708,1849.8970171142767,1.4252938213170196,7.127049774747212,136.61469693230583,7.97385785886098,trend_break,closed,2020-01-14T00:00:00+00:00,8478.84,9198.98,8.493378811252473,172
d85ad7e2888f47b79e6eead8595df555,d54c6e5c30d3bcab409169037abffd35,1,4,20,0,8bc0b4b4b3bb5c1988b456600bf25568,60c89ba027d16b264498acdc19d628e3,sixh,6h,spot,aster,BTC,1,2020-01-14T06:00:00+00:00,2020-02-26T00:00:00+00:00,8495.79768,9180.58204,0.201581693182395,1713.2823201819708,1849.8970171142767,1.4252938213170196,7.127049774747212,136.61469693230583,7.97385785886098,trend_break,closed,2020-01-14T00:00:00+00:00,8478.84,9198.98,8.493378811252473,172
d85ad7e2888f47b79e6eead8595df555,29320e750c3ee71b4fa8c31fcd49eec3,1,4,20,0,74b12ab239dad5c82fe6936931444604,b0e908fbdaa6da4380f5ab6747c167b3,sixh,6h,futures,aster,ADA,1,2020-01-14T18:00:00+00:00,2020-02-26T00:00:00+00:00,0.04156296,0.05270438,32617.852386484552,1356.236771822972,1718.4160454864043,1.2299192723946204,6.1510746030432575,362.17927366343224,26.704723038633777,trend_break,closed,2020-01-14T12:00:00+00:00,0.04148,0.05281,27.314368370298947,170
d85ad7e2888f47b79e6eead8595df555,29320e750c3ee71b4fa8c31fcd49eec3,1,4,20,0,9921b1173661c6dccdc53eb233c2f0d3,9b1da644b15b0779de479f9f8263b565,sixh,6h,futures,aster,BNB,1,2020-01-14T18:00:00+00:00,2020-02-26T00:00:00+00:00,16.755143399999998,19.481658600000003,93.84277898366099,1572.9781586133163,1827.4816970420447,1.360224880464274,6.80217506607487,254.50353842872846,16.179724876351116,trend_break,closed,2020-01-14T12:00:00+00:00,16.7217,19.5207,16.73872871777393,170
d85ad7e2888f47b79e6eead8595df555,29320e750c3ee71b4fa8c31fcd49eec3,1,4,20,0,20482f7dd2a08cbe31b11610014f0ea7,6153bfeffd764d0d48d960c25ac2779d,sixh,6h,futures,aster,ETH,1,2020-01-14T18:00:00+00:00,2020-03-01T12:00:00+00:00,165.44022,215.22868,8.321051019192307,1377.187165850898,1790.2124555425855,1.2670261353279257,6.3368131931557095,413.0252896916875,29.99049801894566,trend_break,closed,2020-01-14T12:00:00+00:00,165.11,215.66,30.615953001029595,188
d85ad7e2888f47b79e6eead8595df555,29320e750c3ee71b4fa8c31fcd49eec3,1,4,20,0,6e623ca7885c52dbdd7712186147d077,d28fcfe5a315d725a76eb69b623a26c9,sixh,6h,futures,aster,XRP,1,2020-01-14T18:00:00+00:00,2020-01-24T00:00:00+00:00,0.24064032000000002,0.22079850813301694,5312.135835481899,1278.8253929607652,1172.4425028073513,0.980490293923269,4.902049468214781,-106.38289015341388,-8.31879713516744,stop,closed,2020-01-14T12:00:00+00:00,0.24016,0.2212409901132434,-7.877669006810706,38
d85ad7e2888f47b79e6eead8595df555,d54c6e5c30d3bcab409169037abffd35,1,4,20,0,a94485c257e692257e092b000335005d,b0e908fbdaa6da4380f5ab6747c167b3,sixh,6h,spot,aster,ADA,1,2020-01-14T18:00:00+00:00,2020-02-26T00:00:00+00:00,0.04156296,0.05270438,32617.852386484552,1356.236771822972,1718.4160454864043,1.2299192723946204,6.1510746030432575,362.17927366343224,26.704723038633777,trend_break,closed,2020-01-14T12:00:00+00:00,0.04148,0.05281,27.314368370298947,170
d85ad7e2888f47b79e6eead8595df555,d54c6e5c30d3bcab409169037abffd35,1,4,20,0,fc6bb9ddd557ba70d0d4720021a695d9,9b1da644b15b0779de479f9f8263b565,sixh,6h,spot,aster,BNB,0,2020-01-14T18:00:00+00:00,2020-02-26T00:00:00+00:00,16.755143399999998,19.481658600000003,93.90673733234486,1574.0502185696632,1828.7272133498382,1.3611519388712758,6.806811074187551,254.67699478017494,16.179724876351116,trend_break,closed,2020-01-14T12:00:00+00:00,16.7217,19.5207,16.73872871777393,170
d85ad7e2888f47b79e6eead8595df555,d54c6e5c30d3bcab409169037abffd35,1,4,20,0,60a15901eecfb449a0b3384560a41296,6153bfeffd764d0d48d960c25ac2779d,sixh,6h,spot,aster,ETH,1,2020-01-14T18:00:00+00:00,2020-03-01T12:00:00+00:00,165.44022,215.22868,8.31809776505427,1376.69838340178,1789.5770848027473,1.266576450526267,6.334564171999429,412.87870140096743,29.990498018945637,trend_break,closed,2020-01-14T12:00:00+00:00,165.11,215.66,30.615953001029595,188
d85ad7e2888f47b79e6eead8595df555,d54c6e5c30d3bcab409169037abffd35,1,4,20,0,13501dc30126277b0a25c6481e1a13c4,d28fcfe5a315d725a76eb69b623a26c9,sixh,6h,spot,aster,XRP,0,2020-01-14T18:00:00+00:00,2020-01-24T00:00:00+00:00,0.24064032000000002,0.22079850813301694,5314.083783212653,1279.294335227943,1172.8724347186414,0.9808498374105263,4.903847038238096,-106.42190050930162,-8.318797135167452,stop,closed,2020-01-14T12:00:00+00:00,0.24016,0.2212409901132434,-7.877669006810706,38
